id,source,supplier_name,supplier_normalized,contract_number,title,description,category,eligible_industries,contract_type,start_date,end_date,geographic_coverage,diversity_status,contract_url,supplier_url,status
174,Sourcewell,Advexure,ADVEXURE,011223-ADX,Unmanned and Remotely Operated Vehicle Systems with Related Technology and Services,Unmanned vehicle systems,,,,,2027-03-24,United States,,https://sourcewell-mn.gov//cooperative-purchasing/011223-ADX,,active
175,Sourcewell,AEV,AEV,122123-RVG-1,Ambulance and Emergency Medical Service Vehicles,AEV: Emergency Vehicle Excellence,,,,,2028-02-28,United States,,https://sourcewell-mn.gov//cooperative-purchasing/122123-RVG-1,,active
176,Sourcewell,AGCO Corporation,AGCO,082923-AGCO,"Ag Tractors with Related Attachments, Accessories, and Supplies",Agricultural tractors,,,,,2027-10-11,United States,,https://sourcewell-mn.gov//cooperative-purchasing/082923-AGCO,,active
177,Sourcewell,Agile Fleet,AGILE FLEET,102924-AAC,Fleet Management Technologies with Related Software Solutions,Fleet management and motor pool automation,,,,,2029-04-23,United States,,https://sourcewell-mn.gov//cooperative-purchasing/102924-AAC,,active
178,Sourcewell,Airport Technologies,AIRPORT TECHNOLOGIES,111522-APT,Airport Runway Equipment with Related Supplies and Services,Airport runway equipment,,,,,2027-02-03,United States,,https://sourcewell-mn.gov//cooperative-purchasing/111522-APT,,active
179,Sourcewell,Alamo Group Ag Americas — Bush Hog,ALAMO GROUP AG AMERICAS — BUSH HOG,032525-ALO-1,Road Right-of-Way Maintenance Equipment,Road right-of-way equipment,,,,,2029-05-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/032525-ALO-1,,active
180,Sourcewell,Alamo Group Ag Americas — Dixie Chopper,ALAMO GROUP AG AMERICAS — DIXIE CHOPPER,032525-ALO-2,Road Right-of-Way Maintenance Equipment,Road right-of-way equipment,,,,,2029-05-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/032525-ALO-2,,active
181,Sourcewell,Alamo Group Ag Americas — RhinoAg,ALAMO GROUP AG AMERICAS — RHINOAG,032525-ALO-3,Road Right-of-Way Maintenance Equipment,Road right-of-way equipment,,,,,2029-05-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/032525-ALO-3,,active
182,Sourcewell,Alamo Group Texas LLC - Alamo Industrial,ALAMO GROUP TEXAS - ALAMO INDUSTRIAL,032525-AGI,Road Right-of-Way Maintenance Equipment,Road right-of-way equipment,,,,,2029-05-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/032525-AGI,,active
183,Sourcewell,Alamo Group Texas LLC | Mantis,ALAMO GROUP TEXAS | MANTIS,032525-AGI-3,Road Right-of-Way Maintenance Equipment,Road right-of-way equipment,,,,,2029-05-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/032525-AGI-3,,active
184,Sourcewell,Alamo Group Texas LLC | Terrain King,ALAMO GROUP TEXAS | TERRAIN KING,032525-AGI-2,Road Right-of-Way Maintenance Equipment,Road right-of-way equipment,,,,,2029-05-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/032525-AGI-2,,active
185,Sourcewell,Alamo Group Texas LLC | Tiger,ALAMO GROUP TEXAS | TIGER,032525-AGI-1,Road Right-of-Way Maintenance Equipment,Road right-of-way equipment,,,,,2029-05-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/032525-AGI-1,,active
186,Sourcewell,All Hands Fire Equipment,ALL HANDS FIRE EQUIPMENT,020124-ALH,Firefighting Equipment and Rescue Tools with Related Supplies and Accessories,Firefighter equipment and rescue tools,,,,,2028-04-04,United States,,https://sourcewell-mn.gov//cooperative-purchasing/020124-ALH,,active
187,Sourcewell,All Hands Fire Equipment,ALL HANDS FIRE EQUIPMENT,010424-ALH,Firefighting Personal Protective Equipment with Related Equipment Cleaning,Firefighting PPE and Cleaning,,,,,2028-03-27,United States,,https://sourcewell-mn.gov//cooperative-purchasing/010424-ALH,,active
188,Sourcewell,All Hands Fire Equipment,ALL HANDS FIRE EQUIPMENT,091924-ALH,"Body Armor with Related Accessories, Equipment, and Services","Body armor with related accessories, equipment, and services",,,,,2028-12-23,United States,,https://sourcewell-mn.gov//cooperative-purchasing/091924-ALH,,active
189,Sourcewell,All Traffic Solutions,ALL TRAFFIC SOLUTIONS,090122-ATS,Law Enforcement Equipment,Law enforcement equipment,,,,,2026-11-07,United States,,https://sourcewell-mn.gov//cooperative-purchasing/090122-ATS,,active
190,Sourcewell,All-American Arena Products,ALL-AMERICAN ARENA PRODUCTS,120320-ALL,Ice Rink and Arena Equipment with Related Supplies and Services,Ice rinks and arena equipment,,,,,2026-01-08,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120320-ALL,,active
191,Sourcewell,Alliant Insurance,ALLIANT INSURANCE,012125-AIS,"Risk Management, Employee Benefits, and Insurance Consulting Services",Insurance broker and consulting services,,,,,2029-02-24,United States,,https://sourcewell-mn.gov//cooperative-purchasing/012125-AIS,,active
192,Sourcewell,ALPHA Facilities,ALPHA FACILITIES,102424-ALP,Facility Assessment & Planning with Related Services,Facility assessment,,,,,2029-01-03,United States,,https://sourcewell-mn.gov//cooperative-purchasing/102424-ALP,,active
193,Sourcewell,ALPHA Facilities Solutions,ALPHA FACILITIES SOLUTIONS,020421-ALP,Facility Assessment and Planning with Related Services,Facility assessment and planning,,,,,2026-03-24,United States,,https://sourcewell-mn.gov//cooperative-purchasing/020421-ALP,,active
194,Sourcewell,Altec Industries,ALTEC INDUSTRIES,110421-ALT,Public Utility Equipment with Related Accessories and Supplies,"Digger derricks, bucket trucks, and utility equipment",,,,,2026-12-27,United States,,https://sourcewell-mn.gov//cooperative-purchasing/110421-ALT,,active
195,Sourcewell,Altoz,ALTOZ,070821-ATZ,Road Right-of-Way Maintenance Equipment,Road right-of-way maintenance equipment,,,,,2026-08-09,United States,,https://sourcewell-mn.gov//cooperative-purchasing/070821-ATZ,,active
196,Sourcewell,Ameresco,AMERESCO,071624-AMC,Energy Savings Performance Contracting with Related Services,Energy savings performance contracts,,,,,2028-09-25,United States,,https://sourcewell-mn.gov//cooperative-purchasing/071624-AMC,,active
197,Sourcewell,Amergis Healthcare Staffing & Sunburst Workforce Advisors,AMERGIS HEALTHCARE STAFFING & SUNBURST WORKFORCE ADVISORS,061324-AMH,Staffing with Related Services and Solutions,Healthcare and educational staffing services. Sunburst MSP services,,,,,2028-10-24,United States,,https://sourcewell-mn.gov//cooperative-purchasing/061324-AMH,,active
198,Sourcewell,American Cargo Group,AMERICAN CARGO GROUP,092922-AGO,"Trailers with Related Equipment, Accessories, and Services",Trailers,,,,,2026-12-20,United States,,https://sourcewell-mn.gov//cooperative-purchasing/092922-AGO,,active
199,Sourcewell,American Ramp Company,AMERICAN RAMP,112420-ARC,"Skatepark, Bike Park, and Pump Track Solutions with Related Equipment, Accessories, and Services",Skate parks,,,,,2025-12-29,United States,,https://sourcewell-mn.gov//cooperative-purchasing/112420-ARC,,active
200,Sourcewell,AmTab Manufacturing,AMTAB MANUFACTURING,091423-AMTAB,Furniture Solutions with Related Accessories and Services,Furniture and signage,,,,,2027-12-04,United States,,https://sourcewell-mn.gov//cooperative-purchasing/091423-AMTAB,,active
201,Sourcewell,Anchortex Corporation,ANCHORTEX,011124-ATX,Uniforms with Related Products and Services,"Uniforms, tactical gear, and detention supplies",,,,,2028-03-25,United States,,https://sourcewell-mn.gov//cooperative-purchasing/011124-ATX,,active
202,Sourcewell,AngelTrax,ANGELTRAX,102924-IVS,Fleet Management Technologies with Related Software Solutions,In-vehicle HD video surveillance and tracking,,,,,2029-04-23,United States,,https://sourcewell-mn.gov//cooperative-purchasing/102924-IVS,,active
203,Sourcewell,Aon Risk Services,AON RISK SERVICES,012125-AON,"Risk Management, Employee Benefits, and Insurance Consulting Services",Risk management,,,,,2029-02-24,United States,,https://sourcewell-mn.gov//cooperative-purchasing/012125-AON,,active
204,Sourcewell,APi,API,121024-API,"Facility Security Systems, Equipment, and Software with Related Services",Facility security,,,,,2029-02-18,United States,,https://sourcewell-mn.gov//cooperative-purchasing/121024-API,,active
205,Sourcewell,APS Firehouse Alerting,APS FIREHOUSE ALERTING,020625-APS,Public Safety Communications Technology and Hardware Solutions,Fire and rescue station alerting,,,,,2029-07-24,United States,,https://sourcewell-mn.gov//cooperative-purchasing/020625-APS,,active
206,Sourcewell,Aquatix,AQUATIX,010521-LSI-2,Playground and Water Play Equipment with Related Accessories and Services,Aquatix aqua play is for everyone everywhere,,,,,2026-02-17,United States,,https://sourcewell-mn.gov//cooperative-purchasing/010521-LSI-2,,active
207,Sourcewell,Ariens,ARIENS,112624-ACO,Grounds Maintenance Equipment and Related Attachments,"Snow removal, landscape, and grounds equipment",,,,,2029-01-31,United States,,https://sourcewell-mn.gov//cooperative-purchasing/112624-ACO,,active
208,Sourcewell,Aries Industries,ARIES INDUSTRIES,120721-ARS,Underground Infrastructure Inspection and Rehabilitation Equipment with Related Services,Pipeline video inspection/rehabilitation equipment,,,,,2026-01-17,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120721-ARS,,active
209,Sourcewell,ARI-Hetra,ARI-HETRA,121223-ARP,Vehicle Lifts with Garage and Fleet Maintenance Equipment,Heavy-duty vehicle maintenance equipment,,,,,2028-02-12,United States,,https://sourcewell-mn.gov//cooperative-purchasing/121223-ARP,,active
210,Sourcewell,Arthur J. Gallagher & Co.,ARTHUR J. GALLAGHER & .,031623-GLG,Employee Financial Wellness Programming and Related Employer-Sponsored Financial Solutions,Employee financial wellness,,,,,2027-05-29,United States,,https://sourcewell-mn.gov//cooperative-purchasing/031623-GLG,,active
211,Sourcewell,Artisan Skateparks,ARTISAN SKATEPARKS,112420-ART,"Skatepark, Bike Park, and Pump Track Solutions with Related Equipment, Accessories, and Services","Skate and BMX parks, pump tracks, and sports facilities",,,,,2025-12-28,United States,,https://sourcewell-mn.gov//cooperative-purchasing/112420-ART,,active
212,Sourcewell,ASATI,ASATI,071223-ASA,Fabric Structures with Related Materials and Services,Fabric air structures,,,,,2027-08-18,United States,,https://sourcewell-mn.gov//cooperative-purchasing/071223-ASA,,active
213,Sourcewell,Ascendum Solutions,ASCENDUM SOLUTIONS,110724-ASCEN,"Artificial Intelligence (AI) Readiness, Implementation, and Support Services",AI development and custom digital solutions,,,,,2029-03-31,United States,,https://sourcewell-mn.gov//cooperative-purchasing/110724-ASCEN,,active
214,Sourcewell,ASH North America,ASH NORTH AMERICA,062222-AEB,"Snow and Ice Handling Equipment, Supplies, and Accessories",Snow and ice equipment,,,,,2026-08-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/062222-AEB,,active
215,Sourcewell,ASH North America,ASH NORTH AMERICA,111522-AEB,Airport Runway Equipment with Related Supplies and Services,Airport runway equipment,,,,,2027-02-03,United States,,https://sourcewell-mn.gov//cooperative-purchasing/111522-AEB,,active
216,Sourcewell,AssetGenie,ASSETGENIE,062625-ASTG,Mobile and Self-Propelled Power Storage Equipment with Related Attachments,Battery energy storage systems (BESS),,,,,2029-08-11,United States,,https://sourcewell-mn.gov//cooperative-purchasing/062625-ASTG,,active
217,Sourcewell,Astec,ASTEC,060122-ATE,Roadway Paving Equipment,Road paving and construction equipment,,,,,2026-08-01,United States,,https://sourcewell-mn.gov//cooperative-purchasing/060122-ATE,,active
218,Sourcewell,AstroTurf,ASTROTURF,031022-AST,"Athletic Surfaces with Installation, Related Equipment, Materials, and Services",Athletic surfaces,,,,,2027-05-26,United States,,https://sourcewell-mn.gov//cooperative-purchasing/031022-AST,,active
219,Sourcewell,AstroTurf,ASTROTURF,031622-AST,"Artificial Turf and Tracks with Installation, Related Equipment, Materials, and Supplies",Artificial turf,,,,,2027-05-26,United States,,https://sourcewell-mn.gov//cooperative-purchasing/031622-AST,,active
220,Sourcewell,AT&T,AT&T,031924-ATT,"Wireless Voice and Data Services with Related Solutions, Equipment, and Accessories",Wireless services: public safety and education,,,,,2028-05-08,United States,,https://sourcewell-mn.gov//cooperative-purchasing/031924-ATT,,active
221,Sourcewell,Athletica Sport Systems Inc.,ATHLETICA SPORT SYSTEMS .,120320-ATH,Ice Rink and Arena Equipment with Related Supplies and Services,Ice arena and sports facility products,,,,,2026-01-08,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120320-ATH,,active
222,Sourcewell,ATIMS,ATIMS,051321-AOG,Public Safety Software,"JMS, OMS, and inmate management/tracking software",,,,,2026-07-27,United States,,https://sourcewell-mn.gov//cooperative-purchasing/051321-AOG,,active
223,Sourcewell,Atlas Greenhouse,ATLAS GREENHOUSE,071223-AGR,Fabric Structures with Related Materials and Services,Fabric structure and greenhouse manufacturer,,,,,2027-08-18,United States,,https://sourcewell-mn.gov//cooperative-purchasing/071223-AGR,,active
224,Sourcewell,Atlas Toyota,ATLAS TOYOTA,053024-ATY,"Forklifts, Lift Trucks with Related Products and Services",Forklifts,,,,,2028-07-23,United States,,https://sourcewell-mn.gov//cooperative-purchasing/053024-ATY,,active
225,Sourcewell,ATMAX Equipment,ATMAX EQUIPMENT,032525-AMX,Road Right-of-Way Maintenance Equipment,Road right-of-way equipment,,,,,2029-05-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/032525-AMX,,active
226,Sourcewell,ATS Traffic | AGS,ATS TRAFFIC | AGS,042225-ATST,Roadway Work Zone: Safety and Traffic Management Equipment with Related Products,Safety and traffic equipment,,,,,2029-06-27,United States,,https://sourcewell-mn.gov//cooperative-purchasing/042225-ATST,,active
227,Sourcewell,ATSR,ATSR,102424-ATR,Facility Assessment & Planning with Related Services,Facility assessment and planning,,,,,2029-01-03,United States,,https://sourcewell-mn.gov//cooperative-purchasing/102424-ATR,,active
228,Sourcewell,A-Turf,A-TURF,031622-ATF,"Artificial Turf and Tracks with Installation, Related Equipment, Materials, and Supplies",Synthetic turf fields,,,,,2027-05-26,United States,,https://sourcewell-mn.gov//cooperative-purchasing/031622-ATF,,active
229,Sourcewell,Auctions International,AUCTIONS INTERNATIONAL,111424-AUC,Auction Services with Related Solutions,Online surplus auction services,,,,,2029-01-27,United States,,https://sourcewell-mn.gov//cooperative-purchasing/111424-AUC,,active
230,Sourcewell,Autocar,AUTOCAR,032824-ATC,"Class 4-8 Chassis with Related Equipment, Accessories, and Services",Class 7-8 chassis with related equipment,,,,,2028-07-09,United States,,https://sourcewell-mn.gov//cooperative-purchasing/032824-ATC,,active
231,Sourcewell,Automotus,AUTOMOTUS,120423-AUTOM,Curb Management Technologies with Related Services,Automated curb management for safer streets,,,,,2028-01-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120423-AUTOM,,active
232,Sourcewell,AutoZone,AUTOZONE,100124-AUZ,Aftermarket Vehicle Parts and Supplies,Automotive replacement parts,,,,,2029-01-10,United States,,https://sourcewell-mn.gov//cooperative-purchasing/100124-AUZ,,active
233,Sourcewell,Avant Tecno,AVANT TECNO,020223-AVT,Medium Duty and Compact Construction Equipment with Related Attachments,Medium-duty construction equipment,,,,,2027-04-17,United States,,https://sourcewell-mn.gov//cooperative-purchasing/020223-AVT,,active
234,Sourcewell,Avaya,AVAYA,120122-AVY,Unified Communication and Contact Center Solutions,Integrated communications experiences,,,,,2027-03-17,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120122-AVY,,active
235,Sourcewell,Axon Enterprise,AXON ENTERPRISE,092722-AXN,Conducted Energy Weapons,Conducted energy weapons,,,,,2026-11-21,United States,,https://sourcewell-mn.gov//cooperative-purchasing/092722-AXN,,active
236,Sourcewell,Axon Enterprise,AXON ENTERPRISE,101223-AXN,"Public Safety Video Surveillance Solutions with Related Equipment, Software and Accessories",Public safety video surveillance,,,,,2027-12-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/101223-AXN,,active
237,Sourcewell,Bandit Industries,BANDIT INDUSTRIES,010925-BAN,"Tree Maintenance Equipment, Attachments, and Accessories",Tree care and wood waste recycling,,,,,2029-02-24,United States,,https://sourcewell-mn.gov//cooperative-purchasing/010925-BAN,,active
238,Sourcewell,Bargreen Ellingson,BARGREEN ELLINGSON,063022-BRG,Commercial Kitchen Equipment with Related Supplies and Services,Kitchen equipment and foodservice supplies,,,,,2026-08-03,United States,,https://sourcewell-mn.gov//cooperative-purchasing/063022-BRG,,active
239,Sourcewell,"Battle Motors, Inc.","BATTLE MOTORS, .",032824-CRN,"Class 4-8 Chassis with Related Equipment, Accessories, and Services","Class 6, 7, and 8 chassis",,,,,2028-07-09,United States,,https://sourcewell-mn.gov//cooperative-purchasing/032824-CRN,,active
240,Sourcewell,BCI Burke,BCI BURKE,010521-BUR,Playground and Water Play Equipment with Related Accessories and Services,Playground equipment,,,,,2026-02-17,United States,,https://sourcewell-mn.gov//cooperative-purchasing/010521-BUR,,active
241,Sourcewell,Becker Arena Products Inc.,BECKER ARENA PRODUCTS .,120320-ATH-1,Ice Rink and Arena Equipment with Related Supplies and Services,Ice rink and arena equipment,,,,,2026-01-08,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120320-ATH-1,,active
242,Sourcewell,Ben E. Keith,BEN E. KEITH,040522-BEK,"Food Products and Distribution (other than School Food Authorities) with Related Supplies, Technology, and Services",Food service supplies and equipment,,,,,2026-06-03,United States,,https://sourcewell-mn.gov//cooperative-purchasing/040522-BEK,,active
243,Sourcewell,BendPak Inc.,BENDPAK .,121223-BND,Vehicle Lifts with Garage and Fleet Maintenance Equipment,"Vehicle lifts, wheel service & shop equipment",,,,,2028-02-12,United States,,https://sourcewell-mn.gov//cooperative-purchasing/121223-BND,,active
244,Sourcewell,Bentley Mills,BENTLEY MILLS,061323-BPS,Flooring Materials with Related Supplies and Services,Flooring,,,,,2027-08-09,United States,,https://sourcewell-mn.gov//cooperative-purchasing/061323-BPS,,active
245,Sourcewell,Beonic,BEONIC,022525-BEO,Passenger and Crowd Flow Management Solutions and Related Products,Passenger and crowd flow,,,,,2029-04-18,United States,,https://sourcewell-mn.gov//cooperative-purchasing/022525-BEO,,active
246,Sourcewell,Betacom,BETACOM,020624-BTC,Private Wireless Services with Related Solutions,Private wireless,,,,,2028-05-07,United States,,https://sourcewell-mn.gov//cooperative-purchasing/020624-BTC,,active
247,Sourcewell,BK Technologies,BK TECHNOLOGIES,020625-BKT,Public Safety Communications Technology and Hardware Solutions,Public safety communications solutions,,,,,2029-07-24,United States,,https://sourcewell-mn.gov//cooperative-purchasing/020625-BKT,,active
248,Sourcewell,Black Box Safety,BLACK BOX SAFETY,091924-BBS,"Body Armor with Related Accessories, Equipment, and Services",High-performance body armor solutions,,,,,2028-12-23,United States,,https://sourcewell-mn.gov//cooperative-purchasing/091924-BBS,,active
249,Sourcewell,Blauer Manufacturing,BLAUER MANUFACTURING,011124-BLA,Uniforms with Related Products and Services,Uniforms and Related Accessories,,,,,2028-03-25,United States,,https://sourcewell-mn.gov//cooperative-purchasing/011124-BLA,,active
250,Sourcewell,"Blink Charging (CCGI Holdings, LLC)","BLINK CHARGING (CCGI HOLDINGS, )",042221-SEM,Electric Vehicle Supply Equipment and Related Services,Electric vehicle equipment,,,,,2026-07-20,United States,,https://sourcewell-mn.gov//cooperative-purchasing/042221-SEM,,active
251,Sourcewell,Blinkay,BLINKAY,120423-BLKAY,Curb Management Technologies with Related Services,Complete parking control solution,,,,,2028-01-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120423-BLKAY,,active
252,Sourcewell,Blue Bird Bus,BLUE BIRD BUS,063020-BBB,"School Buses with Related Accessories, Supplies, Parts, and Services",School buses,,,,,2026-08-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/063020-BBB,,active
253,Sourcewell,Blue Systems,BLUE SYSTEMS,120423-BLUSY,Curb Management Technologies with Related Services,Curb and mobility management data platform,,,,,2028-01-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120423-BLUSY,,active
254,Sourcewell,Blue1 / SPATCO,BLUE1 / SPATCO,081524-TAN,"Aboveground Fuel and Fluid Storage with Related Hardware, Software, and Services",Above-ground fuel storage and dispensing equipment,,,,,2028-11-18,United States,,https://sourcewell-mn.gov//cooperative-purchasing/081524-TAN,,active
255,Sourcewell,BlueConduit,BLUECONDUIT,012524-ABN,Water Service Line Inventory and Management Systems with Related Services,Lead service line inventory solutions,,,,,2028-04-03,United States,,https://sourcewell-mn.gov//cooperative-purchasing/012524-ABN,,active
256,Sourcewell,BlueCrest,BLUECREST,070125-BLCR,Mailing and Postage Equipment and Technology,Print production and mail automation solutions,,,,,2029-08-05,United States,,https://sourcewell-mn.gov//cooperative-purchasing/070125-BLCR,,active
257,Sourcewell,BlueScope Construction,BLUESCOPE CONSTRUCTION,110822-BSC,Pre-Engineered Buildings with Related Materials and Services,Pre-engineered buildings,,,,,2027-01-06,United States,,https://sourcewell-mn.gov//cooperative-purchasing/110822-BSC,,active
258,Sourcewell,BMG Money,BMG MONEY,031623-BMG,Employee Financial Wellness Programming and Related Employer-Sponsored Financial Solutions,Employee financial wellness - LoansAtWork,,,,,2027-05-29,United States,,https://sourcewell-mn.gov//cooperative-purchasing/031623-BMG,,active
259,Sourcewell,BOMAG,BOMAG,060122-BAI,Roadway Paving Equipment,"Soil and Asphalt Rollers, Pavers, Landfill and Refuse Compactors",,,,,2026-08-01,United States,,https://sourcewell-mn.gov//cooperative-purchasing/060122-BAI,,active
260,Sourcewell,Bomford Turner,BOMFORD TURNER,032525-BFD,Road Right-of-Way Maintenance Equipment,Road right-of-way equipment,,,,,2029-05-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/032525-BFD,,active
261,Sourcewell,Bonnell Industries,BONNELL INDUSTRIES,062222-BNL,"Snow and Ice Handling Equipment, Supplies, and Accessories",Snow and ice equipment,,,,,2026-08-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/062222-BNL,,active
262,Sourcewell,BOSS Snow Plows- Toro,BOSS SNOW PLOWS- TORO,112624-TTC-1,Grounds Maintenance Equipment and Related Attachments,Snow and Ice removal equipment,,,,,2029-01-31,United States,,https://sourcewell-mn.gov//cooperative-purchasing/112624-TTC-1,,active
263,Sourcewell,Box Gang Manufacturing,BOX GANG MANUFACTURING,010825-BXG,Bulk Solid Waste and Recycling Equipment,Waste and recycling equipment and containers,,,,,2029-05-19,United States,,https://sourcewell-mn.gov//cooperative-purchasing/010825-BXG,,active
264,Sourcewell,BOXX Modular,BOXX MODULAR,120822-BXX,Relocatable Building and Storage Solutions with Related Services,Relocatable building solutions,,,,,2027-02-24,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120822-BXX,,active
265,Sourcewell,BrainStorm STEM Education,BRAINSTORM STEM EDUCATION,010725-BRS,"STEM Education Solutions and Equipment with Related Accessories, 
Supplies, and Services",Hands-on STEM products for the classroom,,,,,2029-05-14,United States,,https://sourcewell-mn.gov//cooperative-purchasing/010725-BRS,,active
266,Sourcewell,Brightly,BRIGHTLY,090320-SDI,Public Sector and Education Administration Software Solutions with Related Services,Computerized maintenance management system (CMMS),,,,,2025-11-02,United States,,https://sourcewell-mn.gov//cooperative-purchasing/090320-SDI,,active
267,Sourcewell,BrightPlan,BRIGHTPLAN,031623-BRP,Employee Financial Wellness Programming and Related Employer-Sponsored Financial Solutions,Employee financial wellness,,,,,2027-05-29,United States,,https://sourcewell-mn.gov//cooperative-purchasing/031623-BRP,,active
268,Sourcewell,BRINC Drones,BRINC DRONES,020625-BRNC,Public Safety Communications Technology and Hardware Solutions,US-Built Public Safety Drone Programs,,,,,2029-07-24,United States,,https://sourcewell-mn.gov//cooperative-purchasing/020625-BRNC,,active
269,Sourcewell,Brindlee Mountain Fire Apparatus,BRINDLEE MOUNTAIN FIRE APPARATUS,120921-BLE,"Used and Pre-Owned Firefighting, Fire Service, Ambulance, and Emergency Service Vehicle Solutions","Buy, sell, and fix used fire apparatus",,,,,2026-01-13,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120921-BLE,,active
270,Sourcewell,Brine Technologies,BRINE TECHNOLOGIES,031423-BRM,"Salt, Brine, and Anti-Icing or De-Icing Agents, and Brine Production and Storage Systems",Salt and brine,,,,,2027-05-30,United States,,https://sourcewell-mn.gov//cooperative-purchasing/031423-BRM,,active
271,Sourcewell,Britespan,BRITESPAN,071223-BRT,Fabric Structures with Related Materials and Services,Fabric structures,,,,,2027-08-18,United States,,https://sourcewell-mn.gov//cooperative-purchasing/071223-BRT,,active
272,Sourcewell,Bucher,BUCHER,093021-BUC,"Street Sweepers and Specialty Sweepers, with Related Equipment, Accessories, and Supplies",Street sweepers,,,,,2025-11-16,United States,,https://sourcewell-mn.gov//cooperative-purchasing/093021-BUC,,active
273,Sourcewell,Buckled In,BUCKLED IN,062723-ARS,Alternative Student and Client Transportation Solutions,Alternative student transportation,,,,,2027-08-08,United States,,https://sourcewell-mn.gov//cooperative-purchasing/062723-ARS,,active
274,Sourcewell,C.E.T. Fire Pumps,C.E.T. FIRE PUMPS,020124-CET,Firefighting Equipment and Rescue Tools with Related Supplies and Accessories,Fire suppression and pumping systems for fixed and mobile firefighting,,,,,2028-04-04,United States,,https://sourcewell-mn.gov//cooperative-purchasing/020124-CET,,active
275,Sourcewell,Cadence Solutions,CADENCE SOLUTIONS,110724-CADEN,"Artificial Intelligence (AI) Readiness, Implementation, and Support Services",AI readiness and M365 support services,,,,,2029-03-31,United States,,https://sourcewell-mn.gov//cooperative-purchasing/110724-CADEN,,active
276,Sourcewell,CalAmp,CALAMP,020221-CAW,Fleet Management Technologies with Related Software Solutions,GPS/AVL fleet telematics solutions,,,,,2026-03-26,United States,,https://sourcewell-mn.gov//cooperative-purchasing/020221-CAW,,active
277,Sourcewell,Calhoun Super Structures,CALHOUN SUPER STRUCTURES,071223-CLH,Fabric Structures with Related Materials and Services,Fabric structures,,,,,2027-08-18,United States,,https://sourcewell-mn.gov//cooperative-purchasing/071223-CLH,,active
278,Sourcewell,California Skateparks,CALIFORNIA SKATEPARKS,112420-CAS,"Skatepark, Bike Park, and Pump Track Solutions with Related Equipment, Accessories, and Services","Design/build skate parks, bike parks, and pump tracks",,,,,2025-12-28,United States,,https://sourcewell-mn.gov//cooperative-purchasing/112420-CAS,,active
279,Sourcewell,Camion,CAMION,031423-EDP,"Salt, Brine, and Anti-Icing or De-Icing Agents, and Brine Production and Storage Systems",Salt and brine,,,,,2027-05-30,United States,,https://sourcewell-mn.gov//cooperative-purchasing/031423-EDP,,active
280,Sourcewell,Canon USA,CANON USA,112124-CAN,"Copiers, Printers, and Multi-Function Devices with Related Supplies, Accessories, and Services","Copiers, printers, MFDs, and related solutions",,,,,2029-01-10,United States,,https://sourcewell-mn.gov//cooperative-purchasing/112124-CAN,,active
281,Sourcewell,Carolina® Science,CAROLINA® SCIENCE,010725-CBS,"STEM Education Solutions and Equipment with Related Accessories, 
Supplies, and Services",Educational materials and supplies,,,,,2029-05-14,United States,,https://sourcewell-mn.gov//cooperative-purchasing/010725-CBS,,active
282,Sourcewell,Carolina® Science,CAROLINA® SCIENCE,020723-CBS,"Laboratory and Science Equipment, Supplies, and Related Technology and Services",Educational science products,,,,,2027-04-10,United States,,https://sourcewell-mn.gov//cooperative-purchasing/020723-CBS,,active
283,Sourcewell,Carrier Corporation,CARRIER,080824-CAR,HVAC Systems and Related Products and Services,HVAC systems,,,,,2028-11-01,United States,,https://sourcewell-mn.gov//cooperative-purchasing/080824-CAR,,active
284,Sourcewell,Cascade Engineering,CASCADE ENGINEERING,120324-CEI,Plastic Refuse and Recycling Containers with Related Technology Solutions,Plastic Refuse and recycling containers,,,,,2029-04-04,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120324-CEI,,active
285,Sourcewell,Cascadia Sport Systems Inc.,CASCADIA SPORT SYSTEMS .,120320-ATH-2,Ice Rink and Arena Equipment with Related Supplies and Services,Custom sport solutions for ice hockey and MAC sports,,,,,2026-01-08,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120320-ATH-2,,active
