id,source,supplier_name,supplier_normalized,contract_number,title,description,category,eligible_industries,contract_type,start_date,end_date,geographic_coverage,diversity_status,contract_url,supplier_url,status
376,Sourcewell,Diamond Mowers,DIAMOND MOWERS,070821-DMM,Road Right-of-Way Maintenance Equipment,Road right-of-way maintenance equipment,Facilities,,,,2026-08-09,,,https://www.sourcewell-mn.gov/cooperative-purchasing/070821-DMM,,active
377,Sourcewell,Diamond Mowers,DIAMOND MOWERS,032525-DMM,Road Right-of-Way Maintenance Equipment,Road right-of-way maintenance equipment,Facilities,,,,2029-05-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/032525-DMM,,active
378,Sourcewell,Digital Ally,DIGITAL ALLY,101223-ALLY,"Public Safety Video Surveillance Solutions with Related Equipment, Software and Accessories",Vehicle and body cameras with cloud service,IT,,,,2027-12-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/101223-ALLY,,active
379,Sourcewell,digiTICKET by Saltus Technologies,DIGITICKET BY SALTUS TECHNOLOGIES,030425-SLTS,Public Safety Software,Citation software and hardware for public safety,IT,,,,2029-07-17,,,https://www.sourcewell-mn.gov/cooperative-purchasing/030425-SLTS,,active
380,Sourcewell,Dimonoff,DIMONOFF,041525-DIMN,"Smart Infrastructure Solutions, Outdoor Sensors, 
and Related Products and Services",Smart lighting and control systems,Professional Services,,,,2029-07-22,,,https://www.sourcewell-mn.gov/cooperative-purchasing/041525-DIMN,,active
381,Sourcewell,Ditch Witch,DITCH WITCH,110421-CMW,Public Utility Equipment with Related Accessories and Supplies,Underground utility and landscape grounds equipment,Office Supplies,,,,2025-12-27,,,https://www.sourcewell-mn.gov/cooperative-purchasing/110421-CMW,,active
382,Sourcewell,Diverse Tech,DIVERSE TECH,121923-DVT,Technology Products and Services with Related Solutions,Technology products and services,IT,,,,2028-02-27,,,https://www.sourcewell-mn.gov/cooperative-purchasing/121923-DVT,,active
383,Sourcewell,Division 9,DIVISION 9,061323-DV9,Flooring Materials with Related Supplies and Services,Flooring and related services,Office Supplies,,,,2027-08-09,,,https://www.sourcewell-mn.gov/cooperative-purchasing/061323-DV9,,active
384,Sourcewell,"Doron Precision Systems, Inc.","DORON PRECISION SYSTEMS, .",011822-DRN,Public Safety Training and Simulation Equipment and Technology,Driving and entertainment simulation systems,IT,,,,2026-03-23,,,https://www.sourcewell-mn.gov/cooperative-purchasing/011822-DRN,,active
385,Sourcewell,Dover Fueling Solutions,DOVER FUELING SOLUTIONS,081524-DVR,"Aboveground Fuel and Fluid Storage with Related Hardware, Software, and Services",Fleet fuel management systems and software,IT,,,,2028-11-18,,,https://www.sourcewell-mn.gov/cooperative-purchasing/081524-DVR,,active
386,Sourcewell,Draeger,DRAEGER,011824-DRG,Self-Contained Breathing Apparatus (SCBA) and Breathing Air Systems with Related Equipment,Self-Contained Breathing Apparatus (SCBA) & Related Equipment,Equipment,,,,2028-03-29,,,https://www.sourcewell-mn.gov/cooperative-purchasing/011824-DRG,,active
387,Sourcewell,Draeger Safety Canada,DRAEGER SAFETY CANADA,011824-DRA,Self-Contained Breathing Apparatus (SCBA) and Breathing Air Systems with Related Equipment,Firefighting equipment *available only in Canada*,Security,,,,2028-03-29,,,https://www.sourcewell-mn.gov/cooperative-purchasing/011824-DRA,,active
388,Sourcewell,Draper,DRAPER,050924-DRP,Athletic and Physical Education Equipment with Related Supplies,Indoor and outdoor athletic equipment,Office Supplies,,,,2028-07-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/050924-DRP,,active
389,Sourcewell,Duncan Parking / CivicSmart,DUNCAN PARKING / CIVICSMART,120423-DNCN,Curb Management Technologies with Related Services,AI-based automated curb management,Consulting,,,,2028-01-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/120423-DNCN,,active
390,Sourcewell,Dynamic Fitness & Strength,DYNAMIC FITNESS & STRENGTH,052324-DYF,Fitness Equipment with Related Accessories and Services,Fitness equipment,Equipment,,,,2028-07-29,,,https://www.sourcewell-mn.gov/cooperative-purchasing/052324-DYF,,active
391,Sourcewell,Dynapac,DYNAPAC,060122-DYN,Roadway Paving Equipment,"Soil and asphalt rollers, compact equipment, and pavers",Equipment,,,,2026-08-01,,,https://www.sourcewell-mn.gov/cooperative-purchasing/060122-DYN,,active
392,Sourcewell,E.F. Johnson Company,E.F. JOHNSON,020625-EFJ,Public Safety Communications Technology and Hardware Solutions,Public safety communications,IT,,,,2029-07-24,,,https://www.sourcewell-mn.gov/cooperative-purchasing/020625-EFJ,,active
393,Sourcewell,E.J. Ward,E.J. WARD,081524-EJW,"Aboveground Fuel and Fluid Storage with Related Hardware, Software, and Services","Fuel, EV & telematics management",IT,,,,2028-11-18,,,https://www.sourcewell-mn.gov/cooperative-purchasing/081524-EJW,,active
394,Sourcewell,EastBanc Technologies,EASTBANC TECHNOLOGIES,120423-EASTBA,Curb Management Technologies with Related Services,Cloud-based business intelligence platform,IT,,,,2028-01-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/120423-EASTBA,,active
395,Sourcewell,Eastern Communications,EASTERN COMMUNICATIONS,020625-EAC,Public Safety Communications Technology and Hardware Solutions,Mission critical public safety radio networks,IT,,,,2029-07-24,,,https://www.sourcewell-mn.gov/cooperative-purchasing/020625-EAC,,active
396,Sourcewell,Echo Data Analytics,ECHO DATA ANALYTICS,030425-EDA,Public Safety Software,Public safety data analytics platform,IT,,,,2029-07-17,,,https://www.sourcewell-mn.gov/cooperative-purchasing/030425-EDA,,active
397,Sourcewell,ECHO Inc.,ECHO .,112624-ECHO,Grounds Maintenance Equipment and Related Attachments,Outdoor power equipment and autonomous mowers,Facilities,,,,2029-01-31,,,https://www.sourcewell-mn.gov/cooperative-purchasing/112624-ECHO,,active
398,Sourcewell,Ecopest Inc.,ECOPEST .,012825-ECO,Pest Control Services with Related Products,Pest control,Professional Services,,,,2029-03-05,,,https://www.sourcewell-mn.gov/cooperative-purchasing/012825-ECO,,active
399,Sourcewell,Ecoverse,ECOVERSE,030923-ECV,"Recycling and Repurposing Equipment with Related Accessories, Supplies, Technology, and Services",Cutting edge environmental processing equipment,IT,,,,2027-05-03,,,https://www.sourcewell-mn.gov/cooperative-purchasing/030923-ECV,,active
400,Sourcewell,EDGE Innovate,EDGE INNOVATE,030923-EDG,"Recycling and Repurposing Equipment with Related Accessories, Supplies, Technology, and Services",Waste recycling equipment,IT,,,,2027-05-03,,,https://www.sourcewell-mn.gov/cooperative-purchasing/030923-EDG,,active
401,Sourcewell,Education Logistics (Edulog),EDUCATION LOGISTICS (EDULOG),102924-EDL,Fleet Management Technologies with Related Software Solutions,Student transportation management systems,IT,,,,2029-04-23,,,https://www.sourcewell-mn.gov/cooperative-purchasing/102924-EDL,,active
402,Sourcewell,EGYM,EGYM,052324-EGY,Fitness Equipment with Related Accessories and Services,Fitness equipment,Equipment,,,,2028-07-29,,,https://www.sourcewell-mn.gov/cooperative-purchasing/052324-EGY,,active
403,Sourcewell,EIS,EIS,030425-EIS,Public Safety Software,Integrated Public Safety Software Solutions,IT,,,,2029-07-17,,,https://www.sourcewell-mn.gov/cooperative-purchasing/030425-EIS,,active
404,Sourcewell,Electric Vehicle Choice (EVC),ELECTRIC VEHICLE CHOICE (EVC),032824-ELV,"Class 4-8 Chassis with Related Equipment, Accessories, and Services",Electric vehicles & related equipment/services,Transportation,,,,2028-07-09,,,https://www.sourcewell-mn.gov/cooperative-purchasing/032824-ELV,,active
405,Sourcewell,Element Fleet,ELEMENT FLEET,031224-ELF,Garage and Fleet Services,Tailored fleet management solutions,Transportation,,,,2028-05-13,,,https://www.sourcewell-mn.gov/cooperative-purchasing/031224-ELF,,active
406,Sourcewell,Element Fleet,ELEMENT FLEET,030122-ELE,Fleet Management Services,Fleet management solutions,Transportation,,,,2026-04-18,,,https://www.sourcewell-mn.gov/cooperative-purchasing/030122-ELE,,active
407,Sourcewell,"Elevate Healthcare, Inc. (formerly CAE Healthcare, Inc.)","ELEVATE HEALTHCARE, . (FORMERLY CAE HEALTHCARE, .)",011822-CAE,Public Safety Training and Simulation Equipment and Technology,Public safety training equipment,IT,,,,2026-03-23,,,https://www.sourcewell-mn.gov/cooperative-purchasing/011822-CAE,,active
408,Sourcewell,eleven-x,ELEVEN-X,120423-ELVNX,Curb Management Technologies with Related Services,Parking and curb management solutions,Consulting,,,,2028-01-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/120423-ELVNX,,active
409,Sourcewell,Elgin Sweeper,ELGIN SWEEPER,093021-ELG,"Street Sweepers and Specialty Sweepers, with Related Equipment, Accessories, and Supplies",Street sweepers,Office Supplies,,,,2026-11-16,,,https://www.sourcewell-mn.gov/cooperative-purchasing/093021-ELG,,active
410,Sourcewell,Elliott Equipment Company,ELLIOTT EQUIPMENT,110421-EEC,Public Utility Equipment with Related Accessories and Supplies,Public utility equipment and services,Office Supplies,,,,2026-12-27,,,https://www.sourcewell-mn.gov/cooperative-purchasing/110421-EEC,,active
411,Sourcewell,Embross,EMBROSS,022525-EBS,Passenger and Crowd Flow Management Solutions and Related Products,Queue management and self-service kiosks,Consulting,,,,2029-04-18,,,https://www.sourcewell-mn.gov/cooperative-purchasing/022525-EBS,,active
412,Sourcewell,Emergent,EMERGENT,030425-EMR,Public Safety Software,Purpose-built software solutions for public safety,IT,,,,2029-07-17,,,https://www.sourcewell-mn.gov/cooperative-purchasing/030425-EMR,,active
413,Sourcewell,Empyrean Benefit Solutions,EMPYREAN BENEFIT SOLUTIONS,111623-EMPY,"Employee Benefits Administrative Software Platforms; Member and Provider Advocacy Services; Transparency, Fraud, Waste and Abuse Products and Related Services",Employee benefits,IT,,,,2028-02-05,,,https://www.sourcewell-mn.gov/cooperative-purchasing/111623-EMPY,,active
414,Sourcewell,Energreen America,ENERGREEN AMERICA,032525-EGN,Road Right-of-Way Maintenance Equipment,Road right-of-way equipment,Facilities,,,,2029-05-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/032525-EGN,,active
415,Sourcewell,Energy Systems Group,ENERGY SYSTEMS GROUP,071624-ENE,Energy Savings Performance Contracting with Related Services,Energy savings,Professional Services,,,,2028-09-25,,,https://www.sourcewell-mn.gov/cooperative-purchasing/071624-ENE,,active
416,Sourcewell,Enterprise Fleet Management,ENTERPRISE FLEET MANAGEMENT,030122-EFM,Fleet Management Services,Fleet management,Transportation,,,,2026-04-18,,,https://www.sourcewell-mn.gov/cooperative-purchasing/030122-EFM,,active
417,Sourcewell,Enterprise Mobility,ENTERPRISE MOBILITY,050125-ENH,Used Rental Fleet Vehicles,Near-new vehicle purchasing,Transportation,,,,2029-06-24,,,https://www.sourcewell-mn.gov/cooperative-purchasing/050125-ENH,,active
418,Sourcewell,Envirosight,ENVIROSIGHT,120721-EVS,Underground Infrastructure Inspection and Rehabilitation Equipment with Related Services,Sewer inspection and maintenance equipment,Facilities,,,,2026-01-17,,,https://www.sourcewell-mn.gov/cooperative-purchasing/120721-EVS,,active
419,Sourcewell,E-ONE,E-ONE,113021-RVG-1,Firefighting Apparatus and Fire Service Vehicles,"Emergency vehicles, fire trucks, and equipment",Security,,,,2026-02-10,,,https://www.sourcewell-mn.gov/cooperative-purchasing/113021-RVG-1,,active
420,Sourcewell,Eppendorf,EPPENDORF,020723-EPP,"Laboratory and Science Equipment, Supplies, and Related Technology and Services","Lab equipment, instruments, and consumables",IT,,,,2027-04-04,,,https://www.sourcewell-mn.gov/cooperative-purchasing/020723-EPP,,active
421,Sourcewell,Epson,EPSON,030321-EPS,"Copiers, Printers, and Multi-Function Devices with Related Supplies, Accessories, and Services","Copiers, printers, and multifunction devices",Office Supplies,,,,2026-04-19,,,https://www.sourcewell-mn.gov/cooperative-purchasing/030321-EPS,,active
422,Sourcewell,Etnyre International,ETNYRE INTERNATIONAL,092922-ETN,"Trailers with Related Equipment, Accessories, and Services",Trailers,Equipment,,,,2026-12-20,,,https://www.sourcewell-mn.gov/cooperative-purchasing/092922-ETN,,active
423,Sourcewell,Etnyre International,ETNYRE INTERNATIONAL,050625-ETN,Roadway Maintenance Equipment,Roadway maintenance preservation equipment,Facilities,,,,2029-07-07,,,https://www.sourcewell-mn.gov/cooperative-purchasing/050625-ETN,,active
424,Sourcewell,Eucast Global,EUCAST GLOBAL,020624-EUC,Private Wireless Services with Related Solutions,4G/5G private cellular,Telecommunications,,,,2028-05-07,,,https://www.sourcewell-mn.gov/cooperative-purchasing/020624-EUC,,active
425,Sourcewell,Euna Solutions,EUNA SOLUTIONS,060624-GTH,Software Solutions and Related Services for Public Sector and Education Administration,Purpose-built software for the public sector,IT,,,,2028-10-25,,,https://www.sourcewell-mn.gov/cooperative-purchasing/060624-GTH,,active
426,Sourcewell,Everest - Alamo Group (USA),EVEREST - ALAMO GROUP (USA),111522-AGI-1,Airport Runway Equipment with Related Supplies and Services,Airport runway equipment,Office Supplies,,,,2027-02-03,,,https://www.sourcewell-mn.gov/cooperative-purchasing/111522-AGI-1,,active
427,Sourcewell,Everest - Alamo Group (USA),EVEREST - ALAMO GROUP (USA),062222-AGI-1,"Snow and Ice Handling Equipment, Supplies, and Accessories",Snow and ice equipment,Office Supplies,,,,2026-08-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/062222-AGI-1,,active
428,Sourcewell,Everon,EVERON,121024-EVER,"Facility Security Systems, Equipment, and Software with Related Services",Facility security,IT,,,,2029-02-18,,,https://www.sourcewell-mn.gov/cooperative-purchasing/121024-EVER,,active
429,Sourcewell,EVReady Energy,EVREADY ENERGY,041525-EVRY,"Smart Infrastructure Solutions, Outdoor Sensors, 
and Related Products and Services",Energy management and EV charging solutions,Consulting,,,,2029-07-22,,,https://www.sourcewell-mn.gov/cooperative-purchasing/041525-EVRY,,active
430,Sourcewell,Excellance,EXCELLANCE,122123-EXL,Ambulance and Emergency Medical Service Vehicles,Emergency vehicle manufacturer,Medical,,,,2028-02-28,,,https://www.sourcewell-mn.gov/cooperative-purchasing/122123-EXL,,active
431,Sourcewell,Exprolink,EXPROLINK,093021-EXP,"Street Sweepers and Specialty Sweepers, with Related Equipment, Accessories, and Supplies",Outdoor cleaning vehicle manufacturer,Office Supplies,,,,2025-11-16,,,https://www.sourcewell-mn.gov/cooperative-purchasing/093021-EXP,,active
432,Sourcewell,"EZ Dock - PlayPower, Inc.","EZ DOCK - PLAYPOWER, .",010521-LTS-2,Playground and Water Play Equipment with Related Accessories and Services,"Government, commercial, and industrial waterfront solutions",Equipment,,,,2026-02-17,,,https://www.sourcewell-mn.gov/cooperative-purchasing/010521-LTS-2,,active
433,Sourcewell,EZ Liner,EZ LINER,080521-EZL,Roadway Maintenance Equipment,Roadway maintenance equipment,Facilities,,,,2025-10-11,,,https://www.sourcewell-mn.gov/cooperative-purchasing/080521-EZL,,active
434,Sourcewell,EZ Liner - Arrow,EZ LINER - ARROW,050625-EZL,Roadway Maintenance Equipment,Pavement marking vehicles and removal equipment solutions,Facilities,,,,2029-07-07,,,https://www.sourcewell-mn.gov/cooperative-purchasing/050625-EZL,,active
435,Sourcewell,Facility Optimization Solutions,FACILITY OPTIMIZATION SOLUTIONS,102424-FOS,Facility Assessment & Planning with Related Services,Facility assessment,Professional Services,,,,2029-01-03,,,https://www.sourcewell-mn.gov/cooperative-purchasing/102424-FOS,,active
436,Sourcewell,Facility Optimization Solutions,FACILITY OPTIMIZATION SOLUTIONS,050421-FAC,JOC or IQCC Program Management Consulting Services,Program management consulting services,Consulting,,,,2026-06-07,,,https://www.sourcewell-mn.gov/cooperative-purchasing/050421-FAC,,active
437,Sourcewell,Factory Motor Parts,FACTORY MOTOR PARTS,032521-PEP,Aftermarket Vehicle Parts and Supplies,Light and medium automotive aftermarket parts,Office Supplies,,,,2026-05-19,,,https://www.sourcewell-mn.gov/cooperative-purchasing/032521-PEP,,active
438,Sourcewell,Factory Motor Parts,FACTORY MOTOR PARTS,101520-FMP,OEM Automotive Parts and Supplies,Factory OEM parts,Office Supplies,,,,2025-12-14,,,https://www.sourcewell-mn.gov/cooperative-purchasing/101520-FMP,,active
439,Sourcewell,FAE Inc.,FAE .,010925-FAE,"Tree Maintenance Equipment, Attachments, and Accessories",Tree and land maintenance equipment attachments and accessories,Facilities,,,,2029-02-24,,,https://www.sourcewell-mn.gov/cooperative-purchasing/010925-FAE,,active
440,Sourcewell,FAE Inc.,FAE .,032525-FAE,Road Right-of-Way Maintenance Equipment,Road right of way maintenance equipment,Facilities,,,,2029-05-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/032525-FAE,,active
441,Sourcewell,Fair Manufacturing Inc.,FAIR MANUFACTURING .,062222-FAM,"Snow and Ice Handling Equipment, Supplies, and Accessories",Snow and ice equipment,Office Supplies,,,,2026-08-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/062222-FAM,,active
442,Sourcewell,Falcon Road Maintenance Equipment,FALCON ROAD MAINTENANCE EQUIPMENT,050625-FRM,Roadway Maintenance Equipment,Roadway maintenance equipment,Facilities,,,,2029-07-07,,,https://www.sourcewell-mn.gov/cooperative-purchasing/050625-FRM,,active
443,Sourcewell,Fastenal Company,FASTENAL,091422-FAS,"Facility MRO, Industrial, and Building-Related Supplies and Equipment","MRO equipment, supplies, and related services",Facilities,,,,2027-11-08,,,https://www.sourcewell-mn.gov/cooperative-purchasing/091422-FAS,,active
444,Sourcewell,FAYAT Environmental Solutions,FAYAT ENVIRONMENTAL SOLUTIONS,093021-FAY,"Street Sweepers and Specialty Sweepers, with Related Equipment, Accessories, and Supplies",Street sweepers,Office Supplies,,,,2025-11-16,,,https://www.sourcewell-mn.gov/cooperative-purchasing/093021-FAY,,active
445,Sourcewell,Fecon,FECON,010925-FECON,"Tree Maintenance Equipment, Attachments, and Accessories",Vegetation management mulching attachments and tractors,Facilities,,,,2029-02-24,,,https://www.sourcewell-mn.gov/cooperative-purchasing/010925-FECON,,active
446,Sourcewell,Federal Contracts Company,FEDERAL CONTRACTS,020923-FCC,Portable Construction Equipment with Related Accessories and Attachments,Portable construction equipment,Furniture,,,,2027-04-20,,,https://www.sourcewell-mn.gov/cooperative-purchasing/020923-FCC,,active
447,Sourcewell,FedTec,FEDTEC,061324-FED,Staffing with Related Services and Solutions,Integrated workforce and management solutions,Consulting,,,,2028-10-24,,,https://www.sourcewell-mn.gov/cooperative-purchasing/061324-FED,,active
448,Sourcewell,Felling Trailers,FELLING TRAILERS,092922-FTS,"Trailers with Related Equipment, Accessories, and Services",Trailers,Equipment,,,,2026-12-20,,,https://www.sourcewell-mn.gov/cooperative-purchasing/092922-FTS,,active
449,Sourcewell,Fellowes,FELLOWES,091423-FELL,Furniture Solutions with Related Accessories and Services,"Workspace products, ergonomic accessories, and modular walls",Furniture,,,,2027-12-04,,,https://www.sourcewell-mn.gov/cooperative-purchasing/091423-FELL,,active
450,Sourcewell,FERNO,FERNO,041823-FNO,Critical Care and EMS Equipment,EMS equipment,Equipment,,,,2027-06-30,,,https://www.sourcewell-mn.gov/cooperative-purchasing/041823-FNO,,active
451,Sourcewell,Ferrara - REV Group,FERRARA - REV GROUP,113021-RVG-2,Firefighting Apparatus and Fire Service Vehicles,"Emergency vehicles, fire trucks, and equipment",Security,,,,2026-02-10,,,https://www.sourcewell-mn.gov/cooperative-purchasing/113021-RVG-2,,active
452,Sourcewell,FieldTurf,FIELDTURF,031022-FTU,"Athletic Surfaces with Installation, Related Equipment, Materials, and Services",Sports surfacing solutions,Equipment,,,,2027-05-26,,,https://www.sourcewell-mn.gov/cooperative-purchasing/031022-FTU,,active
453,Sourcewell,FieldTurf,FIELDTURF,031622-FTU,"Artificial Turf and Tracks with Installation, Related Equipment, Materials, and Supplies",Sports surfacing solutions,Office Supplies,,,,2027-05-26,,,https://www.sourcewell-mn.gov/cooperative-purchasing/031622-FTU,,active
454,Sourcewell,Figueras Seating,FIGUERAS SEATING,081523-FGS,Event Seating and Staging Solutions with Related Accessories and Services,Seating solutions for collectives,Furniture,,,,2027-10-06,,,https://www.sourcewell-mn.gov/cooperative-purchasing/081523-FGS,,active
455,Sourcewell,FINN,FINN,070821-FNN,Road Right-of-Way Maintenance Equipment,Road right-of-way maintenance equipment,Facilities,,,,2026-08-09,,,https://www.sourcewell-mn.gov/cooperative-purchasing/070821-FNN,,active
456,Sourcewell,Fire-Dex,FIRE-DEX,010424-FDX,Firefighting Personal Protective Equipment with Related Equipment Cleaning,Firefighting PPE,Security,,,,2028-03-27,,,https://www.sourcewell-mn.gov/cooperative-purchasing/010424-FDX,,active
457,Sourcewell,Firetrucks Unlimited,FIRETRUCKS UNLIMITED,110921-FRU,Ambulance and Emergency Medical Service Vehicles,Ambulance and emergency vehicles,Medical,,,,2026-02-23,,,https://www.sourcewell-mn.gov/cooperative-purchasing/110921-FRU,,active
458,Sourcewell,First Services | First Student,FIRST SERVICES | FIRST STUDENT,031224-FIR,Garage and Fleet Services,Fleet maintenance and procurement,Facilities,,,,2028-05-13,,,https://www.sourcewell-mn.gov/cooperative-purchasing/031224-FIR,,active
459,Sourcewell,FirstAlt | First Student,FIRSTALT | FIRST STUDENT,062723-FIR,Alternative Student and Client Transportation Solutions,Alternative transportation services,Transportation,,,,2027-08-08,,,https://www.sourcewell-mn.gov/cooperative-purchasing/062723-FIR,,active
460,Sourcewell,Fisher Engineering,FISHER ENGINEERING,062222-DDY-1,"Snow and Ice Handling Equipment, Supplies, and Accessories",Snow and ice equipment,Office Supplies,,,,2026-08-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/062222-DDY-1,,active
461,Sourcewell,Fisher Scientific provided by Possible Missions,FISHER SCIENTIFIC PROVIDED BY POSSIBLE MISSIONS,020723-PSB,"Laboratory and Science Equipment, Supplies, and Related Technology and Services",Lab and science equipment,IT,,,,2027-04-10,,,https://www.sourcewell-mn.gov/cooperative-purchasing/020723-PSB,,active
462,Sourcewell,Flexco,FLEXCO,061323-RPP-2,Flooring Materials with Related Supplies and Services,"Resilient flooring, wall base, stair treads and installation products",Office Supplies,,,,2027-08-09,,,https://www.sourcewell-mn.gov/cooperative-purchasing/061323-RPP-2,,active
463,Sourcewell,"Flowbird (Cale America, Parkeon)","FLOWBIRD (CALE AMERICA, PARKEON)",080321-PRK,"Parking Management Systems with Related Equipment, Supplies, and Services",Parking management systems,Office Supplies,,,,2026-10-07,,,https://www.sourcewell-mn.gov/cooperative-purchasing/080321-PRK,,active
464,Sourcewell,FLYMOTION,FLYMOTION,011223-FLM,Unmanned and Remotely Operated Vehicle Systems with Related Technology and Services,Unmanned vehicle systems,IT,,,,2027-03-24,,,https://www.sourcewell-mn.gov/cooperative-purchasing/011223-FLM,,active
465,Sourcewell,Fonroche Lighting,FONROCHE LIGHTING,041525-FNR,"Smart Infrastructure Solutions, Outdoor Sensors, 
and Related Products and Services",Reliable solar lighting solutions,Professional Services,,,,2029-07-22,,,https://www.sourcewell-mn.gov/cooperative-purchasing/041525-FNR,,active
466,Sourcewell,Forbo Flooring,FORBO FLOORING,061323-FRO,Flooring Materials with Related Supplies and Services,Flooring,Office Supplies,,,,2027-08-09,,,https://www.sourcewell-mn.gov/cooperative-purchasing/061323-FRO,,active
467,Sourcewell,Ford,FORD,080124-FMC,OEM Vehicle Parts and Supplies,"Automotive parts, service, and supplies",Office Supplies,,,,2028-11-14,,,https://www.sourcewell-mn.gov/cooperative-purchasing/080124-FMC,,active
468,Sourcewell,Ford,FORD,102924-FMC,Fleet Management Technologies with Related Software Solutions,Telematics and fleet management,IT,,,,2029-04-23,,,https://www.sourcewell-mn.gov/cooperative-purchasing/102924-FMC,,active
469,Sourcewell,ForeverLawn,FOREVERLAWN,031622-FVL,"Artificial Turf and Tracks with Installation, Related Equipment, Materials, and Supplies",Synthetic grass solutions and maintenance,Facilities,,,,2027-05-26,,,https://www.sourcewell-mn.gov/cooperative-purchasing/031622-FVL,,active
470,Sourcewell,Fortbrand Services LLC,FORTBRAND SERVICES,111522-FTB,Airport Runway Equipment with Related Supplies and Services,Airport runway equipment,Office Supplies,,,,2027-02-03,,,https://www.sourcewell-mn.gov/cooperative-purchasing/111522-FTB,,active
471,Sourcewell,Fortinet,FORTINET,121923-FTN,Technology Products and Services with Related Solutions,"Security, Cloud, Network, and Data Services",IT,,,,2028-02-27,,,https://www.sourcewell-mn.gov/cooperative-purchasing/121923-FTN,,active
472,Sourcewell,Forward Thinking Systems,FORWARD THINKING SYSTEMS,102924-FWD,Fleet Management Technologies with Related Software Solutions,"Fleet and asset tracking solutions, GPS/AVL, AI dashcams",IT,,,,2029-04-23,,,https://www.sourcewell-mn.gov/cooperative-purchasing/102924-FWD,,active
473,Sourcewell,"FSC Highlander, LLC dba Hog Technologies","FSC HIGHLANDER, DBA HOG TECHNOLOGIES",111522-WTB,Airport Runway Equipment with Related Supplies and Services,Airport runway equipment,Office Supplies,,,,2027-02-03,,,https://www.sourcewell-mn.gov/cooperative-purchasing/111522-WTB,,active
474,Sourcewell,FuelCloud,FUELCLOUD,081524-FUD,"Aboveground Fuel and Fluid Storage with Related Hardware, Software, and Services",Bulk fuel monitoring and management,IT,,,,2028-11-18,,,https://www.sourcewell-mn.gov/cooperative-purchasing/081524-FUD,,active
475,Sourcewell,Galls,GALLS,091924-GAL,"Body Armor with Related Accessories, Equipment, and Services",Body armor,Equipment,,,,2028-12-23,,,https://www.sourcewell-mn.gov/cooperative-purchasing/091924-GAL,,active
476,Sourcewell,Galls,GALLS,011124-GAL,Uniforms with Related Products and Services,Public safety uniforms,Security,,,,2028-03-25,,,https://www.sourcewell-mn.gov/cooperative-purchasing/011124-GAL,,active
477,Sourcewell,GapVax,GAPVAX,101221-GPV,"Sewer Vacuum, Hydro-Excavation, and Municipal Pumping Equipment
with Related Accessories and Supplies",Sewer cleaning and hydro excavation equipment,Office Supplies,,,,2026-11-29,,,https://www.sourcewell-mn.gov/cooperative-purchasing/101221-GPV,,active
478,Sourcewell,"Gasboy, Veeder-Root, ANGI, Teletrac Navman & Konect (Vontier Companies)","GASBOY, VEEDER-ROOT, ANGI, TELETRAC NAVMAN & KONECT (VONTIER COMPANIES)",081524-GVR,"Aboveground Fuel and Fluid Storage with Related Hardware, Software, and Services","Fleet fueling, management and GPS solutions",IT,,,,2028-11-18,,,https://www.sourcewell-mn.gov/cooperative-purchasing/081524-GVR,,active
479,Sourcewell,Gemplers,GEMPLERS,082724-GEM,Janitorial Supplies and Equipment with Related Services,Janitorial supplies,Facilities,,,,2028-10-31,,,https://www.sourcewell-mn.gov/cooperative-purchasing/082724-GEM,,active
480,Sourcewell,Genasys,GENASYS,030425-GYS,Public Safety Software,Public safety alert and secure messaging tools,IT,,,,2029-07-17,,,https://www.sourcewell-mn.gov/cooperative-purchasing/030425-GYS,,active
481,Sourcewell,Generac,GENERAC,112624-GNR,Grounds Maintenance Equipment and Related Attachments,Grounds maintenance,Facilities,,,,2029-01-31,,,https://www.sourcewell-mn.gov/cooperative-purchasing/112624-GNR,,active
482,Sourcewell,Generac,GENERAC,092222-GNR,"Electrical Energy Power Generation Equipment with Related Parts, Supplies, and Services",Electrical energy power generation equipment,Facilities,,,,2026-11-22,,,https://www.sourcewell-mn.gov/cooperative-purchasing/092222-GNR,,active
483,Sourcewell,Generac,GENERAC,020923-GNR,Portable Construction Equipment with Related Accessories and Attachments,Portable construction equipment,Furniture,,,,2027-04-20,,,https://www.sourcewell-mn.gov/cooperative-purchasing/020923-GNR,,active
484,Sourcewell,General Motors (GM),GENERAL MOTORS (GM),080124-GNL,OEM Vehicle Parts and Supplies,Automotive parts and supplies,Office Supplies,,,,2028-11-14,,,https://www.sourcewell-mn.gov/cooperative-purchasing/080124-GNL,,active
485,Sourcewell,GeoComm,GEOCOMM,030425-GEOC,Public Safety Software,Public safety GIS solutions,IT,,,,2029-07-17,,,https://www.sourcewell-mn.gov/cooperative-purchasing/030425-GEOC,,active
